latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.351492,86.65327,4.0,19800,Asia/Kolkata,GMT+5:30

time,wind_speed_10m_max (km/h),wind_gusts_10m_max (km/h),precipitation_sum (mm),surface_pressure_mean (hPa)
2018-01-30,12.3,27.7,0.00,1012.7
2018-01-31,15.2,27.0,0.00,1011.4
2018-02-01,13.1,28.1,0.00,1011.9
2018-02-02,11.3,25.9,0.00,1011.9
2018-02-03,14.4,31.3,0.00,1013.0
2018-02-04,21.2,42.5,0.00,1012.9
2018-02-05,16.3,33.8,0.00,1014.8
2018-02-06,16.7,34.2,0.00,1013.8
2018-02-07,18.9,38.2,0.00,1011.4
2018-02-08,11.2,25.2,0.00,1010.9
2018-02-09,16.1,34.9,0.00,1010.6
2018-02-10,12.4,34.2,0.50,1013.2
2018-02-11,12.6,27.7,0.00,1015.5
2018-02-12,13.2,31.0,0.00,1016.7
2018-02-13,17.6,37.8,0.00,1017.5
2018-02-14,14.7,32.0,0.00,1017.3
2018-02-15,16.1,36.4,0.00,1017.3
2018-02-16,12.9,29.5,0.00,1015.4
2018-02-17,13.0,30.6,0.00,1011.6
2018-02-18,16.7,35.6,0.00,1011.3
2018-02-19,18.8,38.2,0.00,1011.9
2018-02-20,17.7,36.0,0.00,1011.4
2018-02-21,20.5,42.1,0.00,1009.7
2018-02-22,14.1,32.0,0.00,1009.6
2018-02-23,20.2,40.3,0.00,1010.5
2018-02-24,16.8,34.6,0.00,1012.4
2018-02-25,15.9,32.0,0.00,1011.9
2018-02-26,13.4,26.6,0.00,1010.6
2018-02-27,14.9,32.8,0.00,1010.5
2018-02-28,12.6,29.9,0.00,1010.3
2018-03-01,15.7,33.1,0.00,1009.8
2018-03-02,18.8,39.6,0.00,1008.6
2018-03-03,23.2,46.4,0.00,1006.6
2018-03-04,20.8,43.2,0.00,1007.3
2018-03-05,20.0,42.1,0.00,1009.0
2018-03-06,15.1,33.1,0.00,1010.3
2018-03-07,17.6,38.2,0.00,1010.9
2018-03-08,13.0,31.0,0.00,1011.6
2018-03-09,12.8,29.2,0.00,1011.1
2018-03-10,15.6,34.9,0.00,1010.7
2018-03-11,16.6,36.0,0.00,1011.2
2018-03-12,21.6,47.2,0.00,1010.3
2018-03-13,20.4,40.3,0.00,1009.0
2018-03-14,17.0,36.4,0.00,1008.3
2018-03-15,24.2,47.2,0.00,1007.8
2018-03-16,22.4,40.7,0.00,1008.9
2018-03-17,18.9,40.7,1.30,1009.6
2018-03-18,18.7,38.2,0.00,1010.3
2018-03-19,15.5,32.4,0.00,1011.5
2018-03-20,20.5,42.8,0.00,1009.1
2018-03-21,15.7,34.9,0.00,1008.2
2018-03-22,20.2,45.4,0.00,1006.6
2018-03-23,22.1,45.7,0.00,1006.9
2018-03-24,19.2,38.2,0.00,1009.7
2018-03-25,19.8,41.8,0.10,1011.8
2018-03-26,23.6,47.9,0.00,1010.3
2018-03-27,23.7,47.9,0.00,1008.4
2018-03-28,23.7,47.9,0.00,1007.7
2018-03-29,26.5,53.3,0.00,1007.5
2018-03-30,25.8,52.2,0.30,1007.2
2018-03-31,30.7,59.4,2.30,1007.0
2018-04-01,23.4,47.5,6.90,1008.7
2018-04-02,17.6,31.3,2.50,1009.7
2018-04-03,17.6,38.2,0.00,1008.7
2018-04-04,19.5,40.0,2.40,1007.3
2018-04-05,22.3,45.0,0.90,1006.2
2018-04-06,25.3,52.2,0.20,1007.0
2018-04-07,22.9,49.3,0.00,1008.4
2018-04-08,14.8,32.0,0.30,1010.4
2018-04-09,17.6,38.9,1.20,1010.5
2018-04-10,21.1,43.2,0.00,1009.3
2018-04-11,23.4,47.9,0.00,1008.5
2018-04-12,21.3,45.0,0.00,1007.8
2018-04-13,20.3,42.8,0.70,1008.3
2018-04-14,22.2,47.2,0.00,1007.3
2018-04-15,21.8,45.0,0.00,1007.5
2018-04-16,17.7,42.8,1.10,1008.0
2018-04-17,22.3,47.5,0.00,1008.2
2018-04-18,26.1,53.6,0.00,1006.7
2018-04-19,27.6,56.2,0.00,1004.8
2018-04-20,30.2,60.1,0.20,1005.3
2018-04-21,31.7,61.2,0.00,1004.5
2018-04-22,29.7,59.0,0.00,1005.3
2018-04-23,24.7,50.4,10.30,1006.4
2018-04-24,24.1,49.0,0.00,1006.5
2018-04-25,25.7,52.9,0.00,1005.4
2018-04-26,26.4,55.4,0.50,1005.4
2018-04-27,24.1,50.8,0.10,1007.6
2018-04-28,26.2,53.6,0.00,1007.1
2018-04-29,30.6,60.8,0.00,1004.8
2018-04-30,30.4,60.8,0.00,1004.5
2018-05-01,26.6,54.4,0.00,1006.2
2018-05-02,26.2,52.6,0.00,1006.4
2018-05-03,19.4,39.6,0.40,1007.8
2018-05-04,27.8,55.1,0.00,1007.3
2018-05-05,30.1,59.0,0.00,1006.8
2018-05-06,30.8,60.8,0.00,1006.7
2018-05-07,27.6,55.4,0.10,1004.9
2018-05-08,29.5,58.0,0.00,1003.7
2018-05-09,28.8,57.6,0.00,1005.0
2018-05-10,28.7,58.0,0.00,1006.8
2018-05-11,30.0,58.7,2.70,1005.8
2018-05-12,24.8,51.8,0.10,1005.5
2018-05-13,27.2,56.5,0.00,1005.1
2018-05-14,24.0,44.6,2.90,1006.9
2018-05-15,26.3,53.3,0.00,1005.5
2018-05-16,29.3,58.7,0.20,1004.0
2018-05-17,26.3,51.8,0.00,1003.9
2018-05-18,26.1,52.2,0.00,1002.7
2018-05-19,27.5,54.7,0.00,1003.0
2018-05-20,26.9,54.0,0.00,1003.8
2018-05-21,28.5,56.9,0.70,1004.2
2018-05-22,28.5,56.9,0.00,1004.2
2018-05-23,23.6,47.5,0.80,1004.5
2018-05-24,28.6,57.2,1.90,1003.4
2018-05-25,25.6,52.2,0.00,1003.2
2018-05-26,24.3,48.6,0.50,1003.4
2018-05-27,22.3,46.1,0.70,1003.3
2018-05-28,22.4,46.4,0.30,1001.0
2018-05-29,20.5,43.9,0.30,999.8
2018-05-30,26.2,53.6,0.50,1000.6
2018-05-31,25.3,52.6,0.00,1002.9
2018-06-01,21.8,46.1,1.70,1004.5
2018-06-02,16.6,36.7,4.50,1004.3
2018-06-03,20.8,42.1,1.00,1001.8
2018-06-04,20.9,44.3,2.40,1001.0
2018-06-05,14.5,35.6,1.90,1003.1
2018-06-06,13.5,28.4,10.60,1003.6
2018-06-07,17.6,37.8,2.40,1000.7
2018-06-08,19.2,42.1,29.40,997.5
2018-06-09,19.3,37.1,10.90,995.5
2018-06-10,17.8,32.4,0.60,994.8
2018-06-11,19.9,41.4,2.30,994.6
2018-06-12,19.6,40.0,18.60,994.7
2018-06-13,21.3,40.0,0.70,996.1
2018-06-14,22.7,53.3,0.90,997.5
2018-06-15,21.0,42.8,0.00,998.8
2018-06-16,18.8,34.2,0.00,999.9
2018-06-17,16.3,34.6,1.00,999.4
2018-06-18,16.6,35.6,0.00,998.5
2018-06-19,17.9,36.4,0.00,998.9
2018-06-20,20.4,41.8,0.00,1000.5
2018-06-21,22.8,45.7,10.00,1001.6
2018-06-22,19.7,37.1,13.70,1001.3
2018-06-23,19.4,38.9,14.80,1001.2
2018-06-24,23.6,47.2,3.80,1000.6
2018-06-25,18.6,34.6,16.30,999.3
2018-06-26,17.9,32.4,24.30,998.4
2018-06-27,15.5,28.1,38.00,998.2
2018-06-28,24.5,52.2,18.60,1001.1
2018-06-29,25.4,50.0,2.30,1002.4
2018-06-30,22.9,45.7,8.50,1002.5
2018-07-01,24.5,51.8,16.40,1002.2
2018-07-02,25.9,49.7,30.20,1001.7
2018-07-03,24.2,49.0,5.30,1001.1
2018-07-04,17.1,41.8,6.30,1000.4
2018-07-05,16.1,37.4,1.90,1000.0
2018-07-06,14.9,32.4,7.40,998.4
2018-07-07,15.6,32.8,17.30,997.2
2018-07-08,19.9,38.9,2.70,996.1
2018-07-09,19.2,40.3,3.80,996.8
2018-07-10,20.4,42.8,6.10,997.4
2018-07-11,16.5,32.4,29.90,996.9
2018-07-12,14.0,29.9,24.80,995.7
2018-07-13,13.0,28.1,11.30,995.6
2018-07-14,18.1,38.5,24.50,994.4
2018-07-15,30.6,59.4,4.50,992.2
2018-07-16,26.1,53.3,31.40,992.8
2018-07-17,22.4,40.7,2.40,995.7
2018-07-18,12.4,24.8,14.90,996.8
2018-07-19,11.5,29.5,32.20,996.5
2018-07-20,26.8,59.4,26.30,993.9
2018-07-21,26.6,49.3,154.90,992.9
2018-07-22,33.4,78.8,17.30,995.4
2018-07-23,28.8,55.1,1.60,998.5
2018-07-24,20.9,42.1,3.50,1000.7
2018-07-25,20.0,38.5,7.30,1000.6
2018-07-26,15.2,36.7,5.70,1000.7
2018-07-27,14.8,38.2,11.40,1000.4
2018-07-28,17.3,34.9,5.80,1000.0
2018-07-29,19.5,38.9,9.10,999.2
2018-07-30,16.7,36.0,36.60,999.0
2018-07-31,19.5,41.0,13.90,999.1
2018-08-01,19.7,45.7,3.90,1000.2
2018-08-02,17.1,42.1,14.50,1001.2
2018-08-03,19.4,41.4,9.80,1000.8
2018-08-04,17.2,42.5,1.10,1000.1
2018-08-05,13.7,36.0,25.00,999.6
2018-08-06,15.9,30.2,76.40,997.3
2018-08-07,26.7,52.9,24.30,994.8
2018-08-08,23.9,48.6,12.60,997.7
2018-08-09,14.2,32.4,3.10,1001.1
2018-08-10,14.0,29.2,5.90,1000.9
2018-08-11,17.0,36.4,2.50,998.2
2018-08-12,13.4,29.9,1.50,996.1
2018-08-13,14.0,32.4,2.30,996.0
2018-08-14,16.5,35.6,12.70,995.0
2018-08-15,29.1,55.4,11.50,994.6
2018-08-16,19.9,41.4,5.60,998.2
2018-08-17,16.6,34.9,8.60,997.8
2018-08-18,12.6,31.3,2.50,996.5
2018-08-19,14.1,37.1,16.20,996.0
2018-08-20,16.2,34.6,8.80,997.2
2018-08-21,16.9,37.1,3.50,998.4
2018-08-22,18.7,38.9,0.50,1000.1
2018-08-23,15.3,32.8,1.50,1000.3
2018-08-24,12.0,23.8,15.40,999.6
2018-08-25,15.9,33.1,16.70,998.4
2018-08-26,17.6,32.4,18.40,995.9
2018-08-27,15.9,32.0,10.90,997.2
2018-08-28,19.6,38.9,9.40,999.9
2018-08-29,18.9,43.9,14.80,1002.0
2018-08-30,14.3,31.3,10.60,1001.1
2018-08-31,16.6,35.3,20.90,1000.9
2018-09-01,17.1,34.6,18.00,1001.7
2018-09-02,16.5,34.2,13.60,1002.6
2018-09-03,17.9,36.7,5.30,1002.7
2018-09-04,16.0,32.8,6.90,1002.4
2018-09-05,23.9,44.3,75.10,1000.1
2018-09-06,31.6,58.7,77.90,996.5
2018-09-07,25.6,48.6,12.10,1001.2
2018-09-08,14.0,32.0,5.00,1004.4
2018-09-09,15.5,32.8,1.90,1006.2
2018-09-10,17.4,36.7,5.70,1008.2
2018-09-11,14.9,32.0,10.60,1008.0
2018-09-12,15.7,37.8,5.30,1005.7
2018-09-13,15.4,32.0,1.30,1004.7
2018-09-14,14.4,31.3,5.80,1005.6
2018-09-15,8.5,31.0,9.00,1006.1
2018-09-16,15.1,33.5,6.00,1004.6
2018-09-17,12.0,32.0,3.00,1003.2
2018-09-18,14.6,33.8,0.20,1003.0
2018-09-19,19.7,42.5,4.80,1001.9
2018-09-20,34.1,66.6,34.90,998.7
2018-09-21,39.3,74.9,19.70,1004.3
2018-09-22,18.2,37.8,4.50,1010.4
2018-09-23,12.4,27.4,1.00,1011.2
2018-09-24,17.4,34.9,1.60,1009.3
2018-09-25,11.8,26.6,4.40,1007.6
2018-09-26,14.1,28.8,3.50,1007.2
2018-09-27,15.3,32.4,1.20,1007.7
2018-09-28,11.6,29.2,3.00,1008.1
2018-09-29,9.0,29.2,2.00,1008.2
2018-09-30,6.6,27.0,3.10,1007.8
2018-10-01,8.9,22.7,1.10,1008.5
2018-10-02,9.7,21.6,0.20,1009.1
2018-10-03,11.2,23.4,0.60,1009.1
2018-10-04,10.1,25.9,0.00,1009.6
2018-10-05,6.9,27.0,0.40,1010.0
2018-10-06,7.6,26.6,0.40,1009.8
2018-10-07,9.8,21.6,0.00,1009.4
2018-10-08,14.1,29.2,0.00,1008.5
2018-10-09,22.2,43.9,1.50,1007.3
2018-10-10,28.6,54.7,66.20,1004.8
2018-10-11,26.8,54.0,6.40,1005.2
2018-10-12,37.1,70.2,17.50,1006.2
2018-10-13,21.8,43.2,6.20,1008.8
2018-10-14,9.1,20.9,0.50,1010.8
2018-10-15,9.4,26.3,2.20,1012.0
2018-10-16,10.8,23.4,0.10,1011.9
2018-10-17,13.8,27.4,0.00,1010.9
2018-10-18,14.6,27.4,0.00,1010.0
2018-10-19,8.9,20.5,0.00,1010.6
2018-10-20,8.9,20.9,0.00,1011.9
2018-10-21,10.0,23.0,0.00,1012.0
2018-10-22,9.5,19.8,0.00,1011.2
2018-10-23,10.1,26.6,0.00,1011.2
2018-10-24,6.5,19.8,2.60,1011.7
2018-10-25,13.3,27.0,0.00,1013.3
2018-10-26,9.5,18.7,0.00,1014.0
2018-10-27,12.0,24.1,0.00,1014.0
2018-10-28,13.0,29.5,0.50,1013.3
2018-10-29,19.5,37.1,23.90,1011.4
2018-10-30,28.7,56.2,40.40,1010.0
2018-10-31,21.4,42.5,0.50,1011.1
2018-11-01,12.9,25.9,1.10,1011.9
2018-11-02,10.1,24.1,0.50,1012.1
2018-11-03,8.7,20.2,0.30,1012.7
2018-11-04,11.3,24.1,0.20,1012.5
2018-11-05,11.2,24.1,0.10,1011.7
2018-11-06,12.9,27.0,0.30,1011.7
2018-11-07,7.4,19.4,1.60,1012.7
2018-11-08,9.4,23.0,1.30,1012.4
2018-11-09,10.3,22.7,0.80,1011.3
2018-11-10,12.3,25.2,0.50,1011.8
2018-11-11,15.3,32.4,0.00,1012.4
2018-11-12,17.6,36.4,0.00,1011.3
2018-11-13,14.8,32.0,0.00,1009.8
2018-11-14,13.5,29.5,0.00,1010.6
2018-11-15,10.0,18.0,0.00,1012.2
2018-11-16,9.0,18.0,0.00,1011.9
2018-11-17,11.9,24.1,0.00,1011.3
2018-11-18,9.9,22.0,0.00,1012.6
2018-11-19,10.6,24.5,0.00,1014.2
2018-11-20,9.4,22.0,0.00,1014.3
2018-11-21,9.8,19.1,0.20,1014.4
2018-11-22,11.5,26.6,0.00,1014.9
2018-11-23,10.7,21.6,0.00,1015.3
2018-11-24,10.0,23.0,0.00,1015.0
2018-11-25,11.6,21.6,0.00,1014.6
2018-11-26,11.1,18.4,0.00,1013.6
2018-11-27,10.8,20.5,0.20,1015.1
2018-11-28,10.3,20.9,0.00,1015.4
2018-11-29,13.5,28.4,0.00,1016.0
2018-11-30,13.3,28.1,0.00,1015.7
2018-12-01,10.7,21.2,0.00,1013.9
2018-12-02,13.4,28.8,0.00,1012.8
2018-12-03,13.0,27.0,0.00,1014.0
2018-12-04,14.0,29.5,0.00,1014.8
2018-12-05,11.5,23.4,0.00,1013.0
2018-12-06,14.8,30.2,0.00,1012.0
2018-12-07,12.1,27.4,0.20,1012.3
2018-12-08,14.6,31.3,0.00,1013.9
2018-12-09,14.6,28.4,0.00,1013.2
2018-12-10,13.2,26.6,0.00,1013.0
2018-12-11,10.1,23.8,0.00,1012.8
2018-12-12,13.0,26.6,0.00,1013.9
2018-12-13,16.1,34.9,0.00,1015.0
2018-12-14,19.6,40.3,0.00,1016.0
2018-12-15,21.6,42.1,0.00,1016.8
2018-12-16,20.4,38.9,8.40,1016.5
2018-12-17,29.6,57.6,6.90,1014.4
2018-12-18,28.2,56.5,28.60,1013.5
2018-12-19,16.9,31.7,0.00,1016.0
2018-12-20,13.4,29.5,0.00,1015.9
2018-12-21,12.5,26.6,0.00,1014.8
2018-12-22,17.2,35.6,0.00,1015.5
2018-12-23,15.1,32.0,0.00,1015.4
2018-12-24,12.0,27.0,0.00,1014.6
2018-12-25,10.5,22.3,0.00,1014.0
2018-12-26,12.5,25.6,0.00,1013.6
2018-12-27,12.8,27.4,0.00,1013.2
2018-12-28,18.1,37.4,0.00,1013.9
2018-12-29,12.7,28.1,0.00,1016.9
2018-12-30,14.8,32.0,0.00,1018.1
2018-12-31,13.1,29.2,0.00,1018.1
2019-01-01,12.9,27.0,0.00,1018.4
2019-01-02,10.5,23.8,0.00,1018.1
2019-01-03,10.6,21.6,0.00,1018.4
2019-01-04,13.6,29.9,0.00,1018.8
2019-01-05,14.1,29.9,0.00,1017.3
2019-01-06,11.5,27.0,0.00,1015.5
2019-01-07,12.5,25.9,0.00,1013.8
2019-01-08,11.0,25.2,0.00,1013.4
2019-01-09,10.8,24.5,0.00,1014.5
2019-01-10,14.8,31.3,0.00,1015.1
2019-01-11,15.2,32.8,0.00,1015.9
2019-01-12,10.9,24.8,0.00,1016.0
2019-01-13,10.9,24.5,0.00,1015.9
2019-01-14,11.0,24.8,0.00,1014.3
2019-01-15,19.1,39.6,0.00,1015.3
2019-01-16,13.2,30.2,0.00,1015.9
2019-01-17,11.0,23.4,0.00,1014.1
2019-01-18,13.0,28.8,0.00,1014.1
2019-01-19,10.5,25.6,0.00,1015.2
2019-01-20,10.8,24.8,0.00,1015.6
2019-01-21,11.4,24.1,0.00,1015.2
2019-01-22,10.3,22.7,0.00,1015.2
2019-01-23,9.0,22.0,0.00,1015.0
2019-01-24,10.5,22.7,0.00,1015.4
2019-01-25,11.3,25.6,0.00,1015.5
2019-01-26,13.1,29.9,0.00,1015.8
2019-01-27,18.2,37.8,0.00,1016.2
2019-01-28,15.9,32.8,0.20,1016.6
2019-01-29,19.5,41.4,0.00,1016.2
2019-01-30,16.1,35.6,0.00,1017.7
2019-01-31,14.0,30.6,0.00,1017.0
2019-02-01,10.8,22.7,0.00,1015.6
2019-02-02,11.7,25.6,0.00,1014.3
2019-02-03,11.9,26.3,0.00,1016.2
2019-02-04,12.6,28.1,0.00,1017.4
2019-02-05,12.8,28.8,0.00,1015.9
2019-02-06,10.4,23.4,0.00,1013.1
2019-02-07,12.6,28.8,0.00,1013.6
2019-02-08,14.9,32.8,0.00,1013.4
2019-02-09,15.3,33.1,0.10,1013.6
2019-02-10,20.9,43.2,0.00,1017.1
2019-02-11,17.4,37.4,0.00,1017.5
2019-02-12,15.3,34.2,0.00,1018.4
2019-02-13,12.2,28.1,0.00,1017.6
2019-02-14,13.3,28.8,0.00,1015.0
2019-02-15,12.6,28.1,0.00,1014.3
2019-02-16,21.0,40.3,0.00,1014.3
2019-02-17,17.6,42.5,0.40,1010.8
2019-02-18,15.2,33.8,0.00,1010.6
2019-02-19,14.8,32.8,0.00,1012.6
2019-02-20,18.9,39.2,0.00,1015.0
2019-02-21,17.6,34.9,0.00,1015.8
2019-02-22,18.0,37.4,0.00,1012.2
2019-02-23,12.8,27.0,0.00,1009.6
2019-02-24,13.9,33.5,0.00,1009.4
2019-02-25,16.8,33.8,0.70,1010.2
2019-02-26,25.7,51.8,0.00,1009.4
2019-02-27,26.1,53.3,0.30,1008.8
2019-02-28,18.4,39.2,8.60,1010.0
2019-03-01,22.7,46.4,0.00,1013.0
2019-03-02,15.6,35.6,0.00,1013.2
2019-03-03,14.5,31.0,0.00,1010.8
2019-03-04,24.3,48.6,0.50,1007.5
2019-03-05,26.2,51.5,9.80,1006.2
2019-03-06,14.5,37.8,8.20,1007.9
2019-03-07,21.3,43.2,0.00,1009.4
2019-03-08,13.7,31.7,0.00,1011.5
2019-03-09,15.8,33.8,0.00,1011.9
2019-03-10,25.0,50.0,0.00,1011.4
2019-03-11,18.3,42.1,0.90,1011.7
2019-03-12,17.5,37.8,0.00,1011.9
2019-03-13,14.8,33.5,0.00,1011.7
2019-03-14,12.1,28.4,0.00,1012.2
2019-03-15,11.1,28.1,0.20,1013.2
2019-03-16,13.1,28.8,0.00,1013.2
2019-03-17,14.1,33.8,0.00,1012.6
2019-03-18,14.2,28.4,0.00,1012.7
2019-03-19,19.6,41.0,1.20,1009.9
2019-03-20,16.5,37.1,1.60,1010.0
2019-03-21,19.6,43.9,0.20,1010.8
2019-03-22,22.1,45.4,4.80,1010.4
2019-03-23,13.3,24.8,0.00,1010.0
2019-03-24,13.5,32.0,0.00,1010.0
2019-03-25,13.7,30.6,0.00,1010.1
2019-03-26,18.4,39.6,0.00,1010.7
2019-03-27,17.3,38.9,0.00,1012.4
2019-03-28,17.3,36.7,0.00,1011.3
2019-03-29,21.9,44.6,0.00,1008.7
2019-03-30,23.6,48.6,0.00,1007.3
2019-03-31,25.5,52.6,0.00,1007.0
2019-04-01,25.6,52.6,0.00,1007.7
2019-04-02,21.9,47.2,0.00,1007.7
2019-04-03,23.0,47.9,0.00,1008.7
2019-04-04,27.8,56.9,0.00,1009.5
2019-04-05,22.2,45.4,0.00,1008.1
2019-04-06,24.7,51.5,0.00,1007.8
2019-04-07,24.6,50.0,0.00,1008.3
2019-04-08,29.7,58.0,0.90,1007.5
2019-04-09,29.3,59.4,3.50,1007.3
2019-04-10,25.1,51.5,0.00,1008.2
2019-04-11,23.9,49.0,0.00,1007.2
2019-04-12,23.8,47.9,0.00,1006.6
2019-04-13,20.2,43.9,0.00,1007.1
2019-04-14,19.5,41.8,5.30,1007.3
2019-04-15,22.3,47.5,0.00,1006.5
2019-04-16,20.6,43.6,0.00,1006.6
2019-04-17,19.9,40.3,0.00,1008.3
2019-04-18,13.9,33.1,0.00,1009.0
2019-04-19,16.1,33.1,0.10,1008.0
2019-04-20,19.2,40.0,0.00,1006.4
2019-04-21,16.7,38.9,0.10,1005.6
2019-04-22,18.0,39.6,0.00,1005.8
2019-04-23,17.5,39.6,0.00,1007.5
2019-04-24,20.9,45.0,0.00,1008.1
2019-04-25,23.6,49.0,0.00,1007.3
2019-04-26,23.8,50.0,0.00,1005.8
2019-04-27,28.0,53.6,0.00,1004.8
2019-04-28,26.7,54.4,0.00,1005.0
2019-04-29,27.4,55.8,0.00,1005.5
2019-04-30,24.5,51.1,0.00,1005.8
2019-05-01,20.5,43.6,0.00,1005.1
2019-05-02,27.1,56.2,12.50,1003.8
2019-05-03,70.2,133.9,85.80,995.9
2019-05-04,29.6,59.0,0.00,1004.5
2019-05-05,19.5,39.6,0.00,1006.6
2019-05-06,20.5,43.6,32.40,1005.1
2019-05-07,23.7,48.2,0.00,1004.0
2019-05-08,25.0,50.0,0.00,1003.1
2019-05-09,25.5,50.8,0.00,1002.1
2019-05-10,24.8,49.7,0.00,1003.5
2019-05-11,26.5,50.8,0.00,1005.4
2019-05-12,22.6,45.7,0.00,1004.9
2019-05-13,25.4,49.7,0.00,1004.1
2019-05-14,25.5,51.5,0.00,1004.3
2019-05-15,28.3,55.4,0.00,1005.4
2019-05-16,23.2,47.2,0.00,1006.0
2019-05-17,24.7,49.7,0.00,1004.9
2019-05-18,22.9,46.8,0.00,1003.8
2019-05-19,22.5,46.8,1.30,1005.3
2019-05-20,24.2,47.5,0.00,1006.3
2019-05-21,24.8,50.4,0.00,1006.0
2019-05-22,24.6,49.0,0.00,1004.9
2019-05-23,29.5,57.2,0.00,1004.9
2019-05-24,33.5,65.2,0.00,1004.0
2019-05-25,31.5,61.6,0.00,1001.7
2019-05-26,25.6,50.4,0.80,1002.4
2019-05-27,23.1,47.9,0.00,1002.9
2019-05-28,25.7,51.5,0.00,1002.6
2019-05-29,26.4,52.9,0.00,1002.1
2019-05-30,31.8,63.0,0.00,1002.0
2019-05-31,31.4,61.6,0.00,1002.7
2019-06-01,27.4,55.1,0.00,1002.8
2019-06-02,27.6,55.4,0.50,1003.4
2019-06-03,26.9,54.0,4.00,1003.4
2019-06-04,28.8,57.2,0.10,1002.7
2019-06-05,35.6,69.5,97.80,1001.5
2019-06-06,37.7,72.7,32.90,1001.5
2019-06-07,21.6,42.8,23.20,1002.8
2019-06-08,11.9,32.4,0.50,1002.2
2019-06-09,25.0,49.7,0.10,1000.7
2019-06-10,22.1,41.4,0.10,998.6
2019-06-11,19.0,35.6,0.00,998.2
2019-06-12,22.2,43.2,0.10,998.1
2019-06-13,20.2,39.6,0.60,999.2
2019-06-14,23.7,43.2,15.20,998.6
2019-06-15,22.5,56.2,1.70,999.0
2019-06-16,24.5,47.5,4.20,999.2
2019-06-17,23.8,45.7,5.70,999.1
2019-06-18,20.0,35.6,2.80,998.9
2019-06-19,19.3,39.6,4.30,999.1
2019-06-20,13.4,29.5,10.50,1000.0
2019-06-21,15.0,28.4,17.10,1000.3
2019-06-22,28.1,54.7,3.10,1000.7
2019-06-23,21.2,43.6,2.50,1002.2
2019-06-24,20.5,41.8,0.70,1004.1
2019-06-25,22.1,44.6,0.10,1004.3
2019-06-26,23.5,46.8,0.30,1002.9
2019-06-27,25.3,49.0,0.10,999.8
2019-06-28,19.4,45.4,7.80,998.7
2019-06-29,17.1,35.3,27.80,997.7
2019-06-30,11.4,21.2,20.00,997.1
2019-07-01,21.7,45.0,62.20,994.8
2019-07-02,26.1,50.0,63.50,995.3
2019-07-03,24.2,48.6,12.60,998.0
2019-07-04,24.2,46.1,13.40,998.3
2019-07-05,25.4,47.2,22.20,995.5
2019-07-06,29.1,56.2,27.20,995.0
2019-07-07,27.4,60.5,7.10,997.2
2019-07-08,31.4,61.9,3.60,999.2
2019-07-09,29.4,57.2,3.40,999.9
2019-07-10,30.4,60.8,1.90,1000.1
2019-07-11,32.9,63.4,0.80,1002.0
2019-07-12,24.4,47.9,5.10,1003.7
2019-07-13,21.9,42.8,2.70,1003.6
2019-07-14,19.1,45.0,0.90,1001.6
2019-07-15,19.0,44.3,6.00,1000.3
2019-07-16,14.0,31.0,4.80,1001.1
2019-07-17,9.5,35.3,7.10,1000.5
2019-07-18,15.2,33.1,4.50,1000.1
2019-07-19,21.6,42.1,3.40,1000.4
2019-07-20,22.0,45.0,1.70,1002.2
2019-07-21,20.2,40.7,0.50,1003.2
2019-07-22,20.0,41.4,1.00,1002.8
2019-07-23,21.2,42.8,0.30,1002.3
2019-07-24,20.6,42.5,2.30,1001.4
2019-07-25,19.7,38.5,14.90,1001.7
2019-07-26,17.8,33.1,27.00,998.9
2019-07-27,18.0,37.8,1.00,997.9
2019-07-28,18.5,34.2,41.50,997.6
2019-07-29,33.9,69.1,15.60,999.2
2019-07-30,32.7,62.6,4.10,1002.1
2019-07-31,23.9,43.9,1.50,1001.3
2019-08-01,20.9,41.0,5.90,999.8
2019-08-02,17.4,32.8,8.50,998.1
2019-08-03,22.5,42.5,3.30,998.4
2019-08-04,22.3,44.6,1.70,997.7
2019-08-05,18.9,40.3,9.20,995.2
2019-08-06,18.8,36.4,67.20,991.7
2019-08-07,29.3,55.8,13.30,988.9
2019-08-08,35.9,68.4,6.80,994.4
2019-08-09,25.0,46.1,1.00,999.6
2019-08-10,15.1,34.6,6.90,999.7
2019-08-11,13.1,32.0,9.70,998.4
2019-08-12,16.8,33.1,37.80,997.2
2019-08-13,29.6,55.8,8.90,997.8
2019-08-14,34.3,64.4,0.90,1001.7
2019-08-15,23.7,46.1,5.00,1004.3
2019-08-16,18.4,35.3,4.00,1003.3
2019-08-17,16.5,31.0,13.00,1002.8
2019-08-18,19.1,39.6,23.20,1003.7
2019-08-19,21.5,43.6,1.60,1004.2
2019-08-20,21.1,40.7,2.50,1002.9
2019-08-21,15.5,34.9,6.50,1001.2
2019-08-22,13.5,31.7,4.00,1000.8
2019-08-23,14.7,28.1,9.10,1001.4
2019-08-24,11.2,26.3,13.00,1001.0
2019-08-25,11.9,23.0,18.70,1000.7
2019-08-26,22.3,43.6,31.50,1000.8
2019-08-27,19.1,36.7,11.40,1001.2
2019-08-28,14.0,26.6,20.60,1002.3
2019-08-29,13.8,32.0,13.00,1002.3
2019-08-30,14.5,33.5,9.60,1000.6
2019-08-31,14.8,33.8,3.00,999.6
2019-09-01,13.1,31.0,2.40,1000.2
2019-09-02,17.2,35.3,18.40,999.8
2019-09-03,11.9,25.9,12.40,998.2
